name,country,season_year,matches_won,matches_lost,titles,grand_slams,headshot
Christopher Eubanks,USA,2023,21,20,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Eubanks_BOR22_%2852083970356%29.jpg/330px-Eubanks_BOR22_%2852083970356%29.jpg
Ben Shelton,USA,2023,25,24,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Ben_Shelton%2C_media_conference%2C_Swiss_Indoors_Basel_2025_%28cropped%29.jpg/330px-Ben_Shelton%2C_media_conference%2C_Swiss_Indoors_Basel_2025_%28cropped%29.jpg
Diego Schwartzman,ARG,2023,13,25,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Schwartzman_WM19_%2824%29_%2848521748281%29.jpg/330px-Schwartzman_WM19_%2824%29_%2848521748281%29.jpg
John Isner,USA,2023,9,14,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Isner_WM19_%2818%29_%2848522000702%29.jpg/330px-Isner_WM19_%2818%29_%2848522000702%29.jpg
Ugo Humbert,FRA,2023,33,24,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Ugo_Humbert%2C_Swiss_Indoors_Basel_%28cropped%29.jpg/330px-Ugo_Humbert%2C_Swiss_Indoors_Basel_%28cropped%29.jpg
Fabio Fognini,ITA,2023,9,13,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Fabio_Fognini_2018_US_Open_%28cropped%29.jpg/330px-Fabio_Fognini_2018_US_Open_%28cropped%29.jpg
Alejandro Davidovich Fokina,ESP,2023,32,27,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Alejandro_Davidovich_Fokina_%282023_US_Open%29_06_%28cropped%29.jpg/330px-Alejandro_Davidovich_Fokina_%282023_US_Open%29_06_%28cropped%29.jpg
Tomas Martin Etcheverry,ARG,2023,30,27,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Tom%C3%A1s_Martin_Etcheverry_-_2024_Olympics_%28cropped%29.jpg/330px-Tom%C3%A1s_Martin_Etcheverry_-_2024_Olympics_%28cropped%29.jpg
Brandon Nakashima,USA,2023,13,20,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Brandon_Nakashima_%282024_DC_Open%29_01_%28cropped%29.jpg/330px-Brandon_Nakashima_%282024_DC_Open%29_01_%28cropped%29.jpg
Daniel Altmaier,GER,2023,15,23,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Altmaier_RG22_%2824%29_%2852144567090%29.jpg/330px-Altmaier_RG22_%2824%29_%2852144567090%29.jpg
Taro Daniel,JPN,2023,11,16,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Taro_Daniel_%282025_DC_Open%29_02_%28cropped%29.jpg/330px-Taro_Daniel_%282025_DC_Open%29_02_%28cropped%29.jpg
Dusan Lajovic,SRB,2023,24,23,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Lajovic_MCM22_%2824%29_%2852036456588%29.jpg/330px-Lajovic_MCM22_%2824%29_%2852036456588%29.jpg
Cristian Garin,CHI,2023,21,18,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Garin_WM19_%281%29_%2848521991327%29.jpg/330px-Garin_WM19_%281%29_%2848521991327%29.jpg
Yosuke Watanuki,JPN,2023,8,11,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Yosuke_Watanuki_%28cropped%29.jpeg/330px-Yosuke_Watanuki_%28cropped%29.jpeg
Yannick Hanfmann,GER,2023,23,22,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Hanfmann_RGQ23_%2852944097178%29.jpg/330px-Hanfmann_RGQ23_%2852944097178%29.jpg
Pavel Kotov,RUS,2023,16,14,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Kotov_RGQ23_%2852942982357%29.jpg/330px-Kotov_RGQ23_%2852942982357%29.jpg
Ilya Ivashka,BLR,2023,9,18,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Ivashka_MCM22_%281%29_%2852036455488%29.jpg/330px-Ivashka_MCM22_%281%29_%2852036455488%29.jpg
Marton Fucsovics,HUN,2023,22,22,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/M%C3%A1rton_Fucsovics_%282023_US_Open%29_01_%28cropped%29.jpg/330px-M%C3%A1rton_Fucsovics_%282023_US_Open%29_01_%28cropped%29.jpg
Luca Van Assche,FRA,2023,12,19,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Van_Assche_BOR22_%2852084459020%29.jpg/330px-Van_Assche_BOR22_%2852084459020%29.jpg
Guido Pella,ARG,2023,9,13,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Pella_RG19_%282%29_%2848199164037%29.jpg/330px-Pella_RG19_%282%29_%2848199164037%29.jpg
Corentin Moutet,FRA,2023,7,17,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Corentin_Moutet_%282025_DC_Open%29_01_%28cropped%29.jpg/330px-Corentin_Moutet_%282025_DC_Open%29_01_%28cropped%29.jpg
Yibing Wu,CHN,2023,13,15,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Wu_Yibing_%28Roland_Garros_2023%29_01_%28cropped_2%29.jpg/330px-Wu_Yibing_%28Roland_Garros_2023%29_01_%28cropped_2%29.jpg
Dominic Thiem,AUT,2023,19,24,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Thiem_MCM23_%2861%29_%2852883593873%29.jpg/330px-Thiem_MCM23_%2861%29_%2852883593873%29.jpg
Max Purcell,AUS,2023,10,20,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Purcell_RG21_%2829%29_%2851376851449%29.jpg/330px-Purcell_RG21_%2829%29_%2851376851449%29.jpg
Hugo Dellien,BOL,2023,5,12,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Dellien_WM19_%2838%29_%2848521982532%29.jpg/330px-Dellien_WM19_%2838%29_%2848521982532%29.jpg
Zhizhen Zhang,CHN,2023,19,17,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Zhang_Zhizhen_%282023_US_Open%29_05_%28cropped%29.jpg/330px-Zhang_Zhizhen_%282023_US_Open%29_05_%28cropped%29.jpg
Nicolas Jarry,CHI,2023,39,20,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Nicol%C3%A1s_Jarry_%282023_US_Open%29_05_%28cropped%29.jpg/330px-Nicol%C3%A1s_Jarry_%282023_US_Open%29_05_%28cropped%29.jpg
Juan Pablo Varillas,PER,2023,17,20,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Varillas_WMQ22_%2810%29.jpg/330px-Varillas_WMQ22_%2810%29.jpg
Aleksandar Vukic,AUS,2023,11,17,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Vukic_RGQ22_%285%29_%2852128494517%29.jpg/330px-Vukic_RGQ22_%285%29_%2852128494517%29.jpg
Jan Lennard Struff,GER,2023,20,17,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Struff_MCM23_%2837%29_%2852883307264%29.jpg/330px-Struff_MCM23_%2837%29_%2852883307264%29.jpg
Juan Manuel Cerundolo,ARG,2023,7,11,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Cerundolo_JM._RGQ22_%283%29_%2852128606242%29.jpg/330px-Cerundolo_JM._RGQ22_%283%29_%2852128606242%29.jpg
Arthur Fils,FRA,2023,25,17,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Fils_BOR22_%2852083970501%29.jpg/330px-Fils_BOR22_%2852083970501%29.jpg
Carlos Alcaraz,ESP,2023,65,12,6,1,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/25th_Laureus_World_Sports_Awards_-_Red_Carpet_-_Carlos_Alcaraz_-_240422_192324_%28cropped%29.jpg/330px-25th_Laureus_World_Sports_Awards_-_Red_Carpet_-_Carlos_Alcaraz_-_240422_192324_%28cropped%29.jpg
Gijs Brouwer,NED,2023,8,9,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Gijs_Brouwer_%282023_Cary%29_02_%28cropped%29.jpg/330px-Gijs_Brouwer_%282023_Cary%29_02_%28cropped%29.jpg
Alexandre Muller,FRA,2023,9,14,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Muller_RGQ22_%2837%29_%2852129571758%29.jpg/330px-Muller_RGQ22_%2837%29_%2852129571758%29.jpg
Matteo Arnaldi,ITA,2023,20,15,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Arnaldi_BLO22_%2868%29_%2852157038811%29.jpg/330px-Arnaldi_BLO22_%2868%29_%2852157038811%29.jpg
Gael Monfils,FRA,2023,15,12,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Gael_Monfils_%282025_DC_Open%29_01_%28cropped%29.jpg/330px-Gael_Monfils_%282025_DC_Open%29_01_%28cropped%29.jpg
Sebastian Ofner,AUT,2023,13,14,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Ofner_RGQ23.jpg/330px-Ofner_RGQ23.jpg
Hamad Medjedovic,SRB,2023,12,7,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Medjedovic_RGQ23.jpg/330px-Medjedovic_RGQ23.jpg
Fabian Marozsan,HUN,2023,11,8,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/F%C3%A1bi%C3%A1n_Marozs%C3%A1n_%282025_DC_Open%29_01_%28cropped%29.jpg/330px-F%C3%A1bi%C3%A1n_Marozs%C3%A1n_%282025_DC_Open%29_01_%28cropped%29.jpg
Dominic Stricker,SUI,2023,8,11,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Dominic_Stricker_%282023_US_Open%29_10_%28cropped%29.jpg/330px-Dominic_Stricker_%282023_US_Open%29_10_%28cropped%29.jpg
Alex Michelsen,USA,2023,7,8,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Alex_Michelsen_%282023_US_Open%29_25_%28cropped%29.jpg/330px-Alex_Michelsen_%282023_US_Open%29_25_%28cropped%29.jpg
Grigor Dimitrov,BUL,2024,46,18,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Grigor_Dimitrov_%282023_DC_Open%29_01.jpg/330px-Grigor_Dimitrov_%282023_DC_Open%29_01.jpg
Holger Rune,DEN,2024,46,23,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Rune_RG22_%284%29_%2852144534990%29.jpg/330px-Rune_RG22_%284%29_%2852144534990%29.jpg
Roman Safiullin,RUS,2024,18,25,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Safiullin_MLC21_%2851602479998%29.jpg/330px-Safiullin_MLC21_%2851602479998%29.jpg
Matteo Arnaldi,ITA,2024,28,25,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Arnaldi_BLO22_%2868%29_%2852157038811%29.jpg/330px-Arnaldi_BLO22_%2868%29_%2852157038811%29.jpg
Rafael Nadal,ESP,2024,12,8,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Rafael_Nadal_en_2024_%28cropped%29.jpg/330px-Rafael_Nadal_en_2024_%28cropped%29.jpg
Rinky Hijikata,AUS,2024,16,22,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Rinky_Hijikata_%282023_Cary%29_%28cropped2%29.jpg/330px-Rinky_Hijikata_%282023_Cary%29_%28cropped2%29.jpg
Yannick Hanfmann,GER,2024,20,21,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Hanfmann_RGQ23_%2852944097178%29.jpg/330px-Hanfmann_RGQ23_%2852944097178%29.jpg
Alexei Popyrin,AUS,2024,28,22,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Popyrin_RG19_%2846%29_%2848199101562%29.jpg/330px-Popyrin_RG19_%2846%29_%2848199101562%29.jpg
Lukas Klein,SVK,2024,9,11,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Klein_WMQ23_%2853062192188%29.jpg/330px-Klein_WMQ23_%2853062192188%29.jpg
Ugo Humbert,FRA,2024,39,25,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Ugo_Humbert%2C_Swiss_Indoors_Basel_%28cropped%29.jpg/330px-Ugo_Humbert%2C_Swiss_Indoors_Basel_%28cropped%29.jpg
Tomas Machac,CZE,2024,33,24,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Machac_WMQ23_%2853062093175%29.jpg/330px-Machac_WMQ23_%2853062093175%29.jpg
Daniel Altmaier,GER,2024,13,23,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Altmaier_RG22_%2824%29_%2852144567090%29.jpg/330px-Altmaier_RG22_%2824%29_%2852144567090%29.jpg
Max Purcell,AUS,2024,14,20,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Purcell_RG21_%2829%29_%2851376851449%29.jpg/330px-Purcell_RG21_%2829%29_%2851376851449%29.jpg
Luca Van Assche,FRA,2024,10,19,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Van_Assche_BOR22_%2852084459020%29.jpg/330px-Van_Assche_BOR22_%2852084459020%29.jpg
Sebastian Korda,USA,2024,32,19,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Sebastian_Korda_%282023_DC_Open%29_02.jpg/330px-Sebastian_Korda_%282023_DC_Open%29_02.jpg
Ben Shelton,USA,2024,42,26,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Ben_Shelton%2C_media_conference%2C_Swiss_Indoors_Basel_2025_%28cropped%29.jpg/330px-Ben_Shelton%2C_media_conference%2C_Swiss_Indoors_Basel_2025_%28cropped%29.jpg
Marton Fucsovics,HUN,2024,13,17,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/M%C3%A1rton_Fucsovics_%282023_US_Open%29_01_%28cropped%29.jpg/330px-M%C3%A1rton_Fucsovics_%282023_US_Open%29_01_%28cropped%29.jpg
Sebastian Baez,ARG,2024,31,28,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Baez_RG22_%28cropped%29.jpg/330px-Baez_RG22_%28cropped%29.jpg
Aleksandar Vukic,AUS,2024,22,25,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Vukic_RGQ22_%285%29_%2852128494517%29.jpg/330px-Vukic_RGQ22_%285%29_%2852128494517%29.jpg
Alex Michelsen,USA,2024,34,30,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Alex_Michelsen_%282023_US_Open%29_25_%28cropped%29.jpg/330px-Alex_Michelsen_%282023_US_Open%29_25_%28cropped%29.jpg
Tomas Martin Etcheverry,ARG,2024,31,29,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Tom%C3%A1s_Martin_Etcheverry_-_2024_Olympics_%28cropped%29.jpg/330px-Tom%C3%A1s_Martin_Etcheverry_-_2024_Olympics_%28cropped%29.jpg
Thanasi Kokkinakis,AUS,2024,14,16,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Kokkinakis_WMQ23_%2853061887829%29.jpg/330px-Kokkinakis_WMQ23_%2853061887829%29.jpg
Andy Murray,GBR,2024,6,12,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/2015_Australian_Open_-_Andy_Murray_12_%28cropped%29.jpg/330px-2015_Australian_Open_-_Andy_Murray_12_%28cropped%29.jpg
Alexander Zverev,GER,2024,69,21,3,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Alexander_Zverev.jpg/330px-Alexander_Zverev.jpg
Hubert Hurkacz,POL,2024,40,19,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Hubi_Hurkacz_%282023_DC_Open%29_01.jpg/330px-Hubi_Hurkacz_%282023_DC_Open%29_01.jpg
Adrian Mannarino,FRA,2024,16,31,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Adrian_Mannarino_%282024_DC_Open%29_01_%28cropped%29.jpg/330px-Adrian_Mannarino_%282024_DC_Open%29_01_%28cropped%29.jpg
Alex De Minaur,AUS,2024,48,22,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Alex_de_Minaur_2024.jpg/330px-Alex_de_Minaur_2024.jpg
Zhizhen Zhang,CHN,2024,25,29,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Zhang_Zhizhen_%282023_US_Open%29_05_%28cropped%29.jpg/330px-Zhang_Zhizhen_%282023_US_Open%29_05_%28cropped%29.jpg
Casper Ruud,NOR,2024,52,26,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Ruud_RG22_%2858%29_%2852144535415%29.jpg/330px-Ruud_RG22_%2858%29_%2852144535415%29.jpg
Novak Djokovic,SRB,2024,38,10,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Novak_Djokovic_Paris_2024_Olympic_Games_%28cropped%29.jpg/330px-Novak_Djokovic_Paris_2024_Olympic_Games_%28cropped%29.jpg
Stefanos Tsitsipas,GRE,2024,45,22,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Tsitsipas_S._MCM22_%28cropped%29.jpg/330px-Tsitsipas_S._MCM22_%28cropped%29.jpg
Alejandro Davidovich Fokina,ESP,2024,19,22,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Alejandro_Davidovich_Fokina_%282023_US_Open%29_06_%28cropped%29.jpg/330px-Alejandro_Davidovich_Fokina_%282023_US_Open%29_06_%28cropped%29.jpg
Thiago Seyboth Wild,BRA,2024,20,25,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Thiago_Seyboth_Wild_-_2024_Olympics_%28cropped%29.jpg/330px-Thiago_Seyboth_Wild_-_2024_Olympics_%28cropped%29.jpg
Nicolas Jarry,CHI,2024,19,24,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Nicol%C3%A1s_Jarry_%282023_US_Open%29_05_%28cropped%29.jpg/330px-Nicol%C3%A1s_Jarry_%282023_US_Open%29_05_%28cropped%29.jpg
Taylor Fritz,USA,2024,53,23,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Taylor_Fritz_-_Delray_Beach_Open_Final_Round_%28cropped%29.jpg/330px-Taylor_Fritz_-_Delray_Beach_Open_Final_Round_%28cropped%29.jpg
Cameron Norrie,GBR,2024,21,19,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Norrie_MCM23_%2817%29_%2852883520940%29.jpg/330px-Norrie_MCM23_%2817%29_%2852883520940%29.jpg
Lorenzo Sonego,ITA,2024,21,29,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Sonego_MCM22_%2822%29_%2852035355412%29.jpg/330px-Sonego_MCM22_%2822%29_%2852035355412%29.jpg
Jiri Lehecka,CZE,2024,30,19,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Lehecka_MCM23_%285%29_%2852883527310%29.jpg/330px-Lehecka_MCM23_%285%29_%2852883527310%29.jpg
Borna Coric,CRO,2024,12,19,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Coric_RG22_%2840%29_%2852144326399%29.jpg/330px-Coric_RG22_%2840%29_%2852144326399%29.jpg
Tallon Griekspoor,NED,2024,33,30,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Griekspoor_RG22_%281%29_%2852144112028%29.jpg/330px-Griekspoor_RG22_%281%29_%2852144112028%29.jpg
Andrey Rublev,RUS,2024,43,27,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Andrey_Rublev_%282023_US_Open%29_02_%28cropped%29.jpg/330px-Andrey_Rublev_%282023_US_Open%29_02_%28cropped%29.jpg
Emil Ruusuvuori,FIN,2024,16,14,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Emil_Ruusuvuori_%282023_DC_Open%29_02_%28cropped%29.jpg/330px-Emil_Ruusuvuori_%282023_DC_Open%29_02_%28cropped%29.jpg
Juncheng Shang,CHN,2024,25,22,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Shang_Juncheng_%282023_US_Open%29_03_%28cropped%29.jpg/330px-Shang_Juncheng_%282023_US_Open%29_03_%28cropped%29.jpg
Sebastian Ofner,AUT,2024,17,24,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Ofner_RGQ23.jpg/330px-Ofner_RGQ23.jpg
Arthur Fils,FRA,2024,38,28,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Fils_BOR22_%2852083970501%29.jpg/330px-Fils_BOR22_%2852083970501%29.jpg
Frances Tiafoe,USA,2024,33,26,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/FrancesTiafo.jpg/330px-FrancesTiafo.jpg
Roberto Bautista Agut,ESP,2024,25,21,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Bautista_Agut_MCM23_%2814%29_%2852883313449%29.jpg/330px-Bautista_Agut_MCM23_%2814%29_%2852883313449%29.jpg
Pavel Kotov,RUS,2024,18,23,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Kotov_RGQ23_%2852942982357%29.jpg/330px-Kotov_RGQ23_%2852942982357%29.jpg
Miomir Kecmanovic,SRB,2024,25,30,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Kecmanovic_RG21_%2811%29_%2851377164760%29.jpg/330px-Kecmanovic_RG21_%2811%29_%2851377164760%29.jpg
Botic Van De Zandschulp,NED,2024,18,26,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Van_de_Zandschulp_MCM22_%2811%29_%2852036444288%29.jpg/330px-Van_de_Zandschulp_MCM22_%2811%29_%2852036444288%29.jpg
Jan Lennard Struff,GER,2024,31,22,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Struff_MCM23_%2837%29_%2852883307264%29.jpg/330px-Struff_MCM23_%2837%29_%2852883307264%29.jpg
Francisco Cerundolo,ARG,2024,35,31,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Cerundolo_MCM23_%2821%29_%2852883527185%29.jpg/330px-Cerundolo_MCM23_%2821%29_%2852883527185%29.jpg
Lorenzo Musetti,ITA,2024,41,28,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Musetti_MCM23_%2811%29_%2852883593753%29.jpg/330px-Musetti_MCM23_%2811%29_%2852883593753%29.jpg
Karen Khachanov,RUS,2024,37,22,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Karen_Khachanov_%282024_DC_Open%29_02.jpg/330px-Karen_Khachanov_%282024_DC_Open%29_02.jpg
Pedro Cachin,ARG,2024,2,15,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Cachin_RGQ22_%2829%29_%2852129868534%29.jpg/330px-Cachin_RGQ22_%2829%29_%2852129868534%29.jpg
Taro Daniel,JPN,2024,10,24,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Taro_Daniel_%282025_DC_Open%29_02_%28cropped%29.jpg/330px-Taro_Daniel_%282025_DC_Open%29_02_%28cropped%29.jpg
Laslo Djere,SRB,2024,10,17,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Djere_MCM22_%283%29_%2852036938695%29_edited.jpg/330px-Djere_MCM22_%283%29_%2852036938695%29_edited.jpg
Marin Cilic,CRO,2024,6,9,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Cilic_MCM22_%2822%29_%2852036669749%29.jpg/330px-Cilic_MCM22_%2822%29_%2852036669749%29.jpg
Mackenzie Mcdonald,USA,2024,5,13,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Mackie_McDonald_%282023_DC_Open%29_01.jpg/330px-Mackie_McDonald_%282023_DC_Open%29_01.jpg
Fabian Marozsan,HUN,2024,23,29,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/F%C3%A1bi%C3%A1n_Marozs%C3%A1n_%282025_DC_Open%29_01_%28cropped%29.jpg/330px-F%C3%A1bi%C3%A1n_Marozs%C3%A1n_%282025_DC_Open%29_01_%28cropped%29.jpg
Jack Draper,GBR,2024,39,22,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Draper_MCM23_%2855%29_%2852883527225%29.jpg/330px-Draper_MCM23_%2855%29_%2852883527225%29.jpg
Alexander Bublik,KAZ,2024,25,25,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Sascha_Bublik_%282023_DC_Open%29_05_%28cropped%29.jpg/330px-Sascha_Bublik_%282023_DC_Open%29_05_%28cropped%29.jpg
Dusan Lajovic,SRB,2024,17,19,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Lajovic_MCM22_%2824%29_%2852036456588%29.jpg/330px-Lajovic_MCM22_%2824%29_%2852036456588%29.jpg
Facundo Diaz Acosta,ARG,2024,16,17,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Road_2_Australia_-_Navone_V_Diaz_Acosta_semifinal_-_BugWarp_139_%28cropped%29.jpg/330px-Road_2_Australia_-_Navone_V_Diaz_Acosta_semifinal_-_BugWarp_139_%28cropped%29.jpg
Arthur Rinderknech,FRA,2024,21,23,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Rinderknech_MCM22_%2816%29_%2852036912945%29.jpg/330px-Rinderknech_MCM22_%2816%29_%2852036912945%29.jpg
Alejandro Tabilo,CHI,2024,33,27,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Tabilo_RGQ23_%2852942983162%29.jpg/330px-Tabilo_RGQ23_%2852942983162%29.jpg
Roberto Carballes Baena,ESP,2024,25,26,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Carballes_Baena_RG19_%282%29_%2848199369226%29.jpg/330px-Carballes_Baena_RG19_%282%29_%2848199369226%29.jpg
Alexandre Muller,FRA,2024,17,20,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Muller_RGQ22_%2837%29_%2852129571758%29.jpg/330px-Muller_RGQ22_%2837%29_%2852129571758%29.jpg
Felix Auger Aliassime,CAN,2024,33,25,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/F%C3%A9lix_Auger-Aliassime_%282023_DC_Open%29_01_%28cropped%29.jpg/330px-F%C3%A9lix_Auger-Aliassime_%282023_DC_Open%29_01_%28cropped%29.jpg
Gael Monfils,FRA,2024,25,22,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Gael_Monfils_%282025_DC_Open%29_01_%28cropped%29.jpg/330px-Gael_Monfils_%282025_DC_Open%29_01_%28cropped%29.jpg
Denis Shapovalov,CAN,2024,26,23,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Denis_Shapovalov%2C_Swiss_Indoors_Basel_2025_%28cropped%29.jpg/330px-Denis_Shapovalov%2C_Swiss_Indoors_Basel_2025_%28cropped%29.jpg
Richard Gasquet,FRA,2024,4,14,0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Gasquet_BOR22_%2852084213479%29.jpg/330px-Gasquet_BOR22_%2852084213479%29.jpg
