name,team_abbr,season_year,position,games,ppg,rpg,apg,spg,bpg,fg_pct,fg3_pct,ts_pct,headshot
Robert Horry,HOU,1995,F,64,10.2,5.1,3.4,1.5,1.2,0.447,0.379,0.556,
Robert Horry,HOU,1996,F,71,12.0,5.8,4.0,1.6,1.5,0.41,0.366,0.537,
Robert Horry,,1997,F,54,7.8,4.4,2.0,1.2,1.0,0.436,0.318,0.529,
Robert Horry,PHX,1997,F,32,6.9,3.7,1.7,0.9,0.8,0.421,0.308,0.507,
Robert Horry,LAL,1997,F,22,9.2,5.4,2.5,1.7,1.3,0.455,0.329,0.556,
Robert Horry,LAL,1998,F,72,7.4,7.5,2.3,1.6,1.3,0.476,0.204,0.542,
Robert Horry,LAL,1999,F,38,4.9,4.0,1.5,0.9,1.0,0.459,0.444,0.565,
Robert Horry,LAL,2000,F,76,5.7,4.8,1.6,1.1,1.1,0.438,0.309,0.528,
Robert Horry,LAL,2001,F,79,5.2,3.7,1.6,0.7,0.7,0.387,0.346,0.489,
Robert Pack,POR,1992,G,72,4.6,1.3,1.9,0.6,0.1,0.423,0.0,0.506,
Robert Pack,DEN,1993,G,77,10.5,2.1,4.4,1.1,0.1,0.47,0.125,0.545,
Robert Pack,DEN,1994,G,66,9.6,1.9,5.4,1.2,0.1,0.443,0.207,0.52,
Robert Pack,DEN,1995,G,42,12.1,2.7,6.9,1.5,0.1,0.43,0.417,0.537,
Robert Pack,WSB,1996,G,31,18.1,4.3,7.8,2.0,0.0,0.428,0.265,0.534,
Robert Pack,,1997,G,54,14.3,2.7,8.4,1.7,0.1,0.392,0.277,0.482,
Robert Pack,NJN,1997,G,34,15.9,2.5,9.6,1.7,0.1,0.407,0.297,0.494,
Robert Pack,DAL,1997,G,20,11.4,3.0,6.3,1.8,0.1,0.361,0.237,0.456,
Robert Pack,DAL,1998,G,12,7.8,2.8,3.5,1.7,0.1,0.337,0.5,0.413,
Robert Pack,DAL,1999,G,25,8.9,1.4,3.2,0.8,0.0,0.431,0.0,0.522,
Robert Pack,DAL,2000,G,29,8.9,1.4,5.8,1.1,0.1,0.417,0.364,0.49,
Robert Pack,DEN,2001,G,74,6.5,1.9,4.0,0.9,0.0,0.425,0.387,0.493,
Robert Parish,GS,1977,C,77,9.1,7.1,1.0,0.7,1.2,0.503,0.0,0.538,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Robert_Parish.jpg/330px-Robert_Parish.jpg
Robert Parish,GS,1978,C,82,12.5,8.3,1.2,1.0,1.5,0.472,0.0,0.499,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Robert_Parish.jpg/330px-Robert_Parish.jpg
Robert Parish,GS,1979,C,76,17.2,12.1,1.5,1.3,2.9,0.499,0.0,0.529,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Robert_Parish.jpg/330px-Robert_Parish.jpg
Robert Parish,GS,1980,C,72,17.0,10.9,1.7,0.8,1.6,0.507,0.0,0.541,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Robert_Parish.jpg/330px-Robert_Parish.jpg
Robert Parish,BOS,1981,C,82,18.9,9.5,1.8,1.0,2.6,0.545,0.0,0.579,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Robert_Parish.jpg/330px-Robert_Parish.jpg
Robert Parish,BOS,1982,C,80,19.9,10.8,1.8,0.8,2.4,0.542,0.0,0.571,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Robert_Parish.jpg/330px-Robert_Parish.jpg
Robert Parish,BOS,1983,C,78,19.3,10.6,1.8,1.0,1.9,0.55,0.0,0.582,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Robert_Parish.jpg/330px-Robert_Parish.jpg
Robert Parish,BOS,1984,C,80,19.0,10.7,1.7,0.7,1.4,0.546,0.0,0.584,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Robert_Parish.jpg/330px-Robert_Parish.jpg
Robert Parish,BOS,1985,C,79,17.6,10.6,1.6,0.7,1.3,0.542,0.0,0.586,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Robert_Parish.jpg/330px-Robert_Parish.jpg
Robert Parish,BOS,1986,C,81,16.1,9.5,1.8,0.8,1.4,0.549,0.0,0.586,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Robert_Parish.jpg/330px-Robert_Parish.jpg
Robert Parish,BOS,1987,C,80,17.5,10.6,2.2,0.8,1.8,0.556,0.0,0.588,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Robert_Parish.jpg/330px-Robert_Parish.jpg
Robert Parish,BOS,1988,C,74,14.3,8.5,1.6,0.7,1.1,0.589,0.0,0.62,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Robert_Parish.jpg/330px-Robert_Parish.jpg
Robert Parish,BOS,1989,C,80,18.6,12.4,2.2,1.0,1.4,0.57,0.0,0.607,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Robert_Parish.jpg/330px-Robert_Parish.jpg
Robert Parish,BOS,1990,C,79,15.7,10.1,1.3,0.5,0.9,0.58,0.0,0.616,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Robert_Parish.jpg/330px-Robert_Parish.jpg
Robert Parish,BOS,1991,C,81,14.9,10.6,0.8,0.8,1.3,0.598,0.0,0.637,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Robert_Parish.jpg/330px-Robert_Parish.jpg
Robert Parish,BOS,1992,C,79,14.1,8.9,0.9,0.9,1.2,0.535,0.0,0.571,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Robert_Parish.jpg/330px-Robert_Parish.jpg
Robert Parish,BOS,1993,C,79,12.6,9.4,0.8,0.7,1.4,0.535,0.0,0.565,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Robert_Parish.jpg/330px-Robert_Parish.jpg
Robert Parish,BOS,1994,C,74,11.7,7.3,1.1,0.6,1.3,0.491,0.0,0.53,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Robert_Parish.jpg/330px-Robert_Parish.jpg
Robert Parish,CHH,1995,C,81,4.8,4.3,0.5,0.3,0.4,0.427,0.0,0.467,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Robert_Parish.jpg/330px-Robert_Parish.jpg
Robert Parish,CHH,1996,C,74,3.9,4.1,0.4,0.3,0.7,0.498,0.0,0.533,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Robert_Parish.jpg/330px-Robert_Parish.jpg
Robert Parish,CHI,1997,C,43,3.7,2.1,0.5,0.1,0.4,0.49,0.0,0.514,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Robert_Parish.jpg/330px-Robert_Parish.jpg
Robert Reid,HOU,1978,F,80,7.3,4.5,1.5,0.8,0.6,0.455,0.0,0.475,
Robert Reid,HOU,1979,F,82,10.9,5.9,2.8,0.9,0.6,0.492,0.0,0.521,
Robert Reid,HOU,1980,F,76,13.0,5.8,3.2,1.7,0.8,0.487,0.0,0.52,
Robert Reid,HOU,1981,F,82,15.9,7.1,4.2,2.0,0.8,0.482,0.0,0.522,
Robert Reid,HOU,1982,F,77,13.4,6.6,4.1,1.5,0.6,0.456,0.1,0.492,
Robert Reid,HOU,1984,F,64,14.0,5.3,3.4,1.4,0.5,0.474,0.25,0.491,
Robert Reid,HOU,1985,F,82,8.7,3.3,2.1,0.6,0.3,0.481,0.063,0.507,
Robert Reid,HOU,1986,F,82,12.0,3.7,2.7,1.1,0.2,0.464,0.182,0.506,
Robert Reid,HOU,1987,G,75,13.7,3.9,4.3,1.0,0.3,0.417,0.327,0.475,
Robert Reid,HOU,1988,G,62,6.3,2.0,1.1,0.4,0.1,0.463,0.382,0.512,
Robert Reid,CHH,1989,F,82,14.7,3.7,1.9,0.6,0.2,0.428,0.327,0.464,
Robert Reid,,1990,F,72,5.8,2.1,1.2,0.5,0.2,0.391,0.313,0.427,
Robert Reid,POR,1990,F,12,2.6,0.7,0.7,0.2,0.2,0.394,0.333,0.424,
Robert Reid,CHH,1990,F,60,6.4,2.4,1.4,0.6,0.2,0.391,0.31,0.427,
Robert Smith,DEN,1978,G,45,2.7,0.8,0.9,0.4,0.1,0.515,0.0,0.562,
Robert Smith,DEN,1979,G,82,6.4,1.8,2.5,0.7,0.2,0.422,0.0,0.511,
Robert Smith,,1980,G,65,5.0,1.2,1.4,0.4,0.1,0.439,0.308,0.523,
Robert Smith,NJN,1980,G,59,5.2,1.3,1.4,0.4,0.1,0.445,0.308,0.529,
Robert Smith,MIL,1982,G,17,6.8,0.8,2.6,0.6,0.1,0.473,0.2,0.503,
Robert Smith,,1983,G,12,1.9,0.5,0.7,0.4,0.0,0.292,0.0,0.405,
Robert Traylor,MIL,1999,C,49,5.3,3.7,0.8,0.9,0.9,0.537,0.0,0.548,
Robert Traylor,MIL,2000,F,44,3.6,2.6,0.5,0.6,0.6,0.475,0.0,0.517,
Robert Traylor,CLE,2001,C,70,5.7,4.3,0.9,0.7,1.1,0.497,0.0,0.521,
Robert Werdann,DEN,1993,C,28,1.9,1.9,0.2,0.2,0.1,0.305,0.0,0.365,
Robert Werdann,NJN,1996,C,13,3.0,1.8,0.2,0.4,0.2,0.5,0.0,0.517,
Robin Jones,POR,1977,C,63,5.5,4.7,1.3,0.6,0.6,0.465,0.0,0.496,
Robin Jones,HOU,1978,C,12,2.2,1.2,0.2,0.1,0.1,0.55,0.0,0.533,
Rod Derline,SEA,1975,G,58,5.6,1.0,0.8,0.4,0.1,0.428,0.0,0.458,
Rod Derline,SEA,1976,G,49,3.9,0.6,0.5,0.2,0.0,0.403,0.0,0.464,
Rod Foster,PHX,1984,G,80,8.3,1.5,2.1,0.7,0.1,0.448,0.262,0.512,
Rod Foster,PHX,1985,G,79,8.8,1.0,2.4,0.8,0.0,0.45,0.325,0.508,
Rod Foster,PHX,1986,G,48,4.2,1.2,2.5,0.5,0.0,0.39,0.281,0.435,
Rod Freeman,PHI,1974,F,35,3.0,1.5,0.4,0.3,0.0,0.379,0.0,0.438,
Rod Higgins,CHI,1983,F,82,10.3,4.5,2.1,0.8,0.8,0.448,0.317,0.521,
Rod Higgins,CHI,1984,F,78,6.4,2.6,1.5,0.6,0.4,0.447,0.045,0.499,
Rod Higgins,CHI,1985,F,68,4.5,2.2,1.1,0.3,0.2,0.441,0.27,0.497,
Rod Higgins,,1986,F,30,3.3,1.7,0.8,0.3,0.4,0.368,0.111,0.416,
Rod Higgins,SEA,1986,F,12,1.8,1.0,0.5,0.2,0.1,0.333,0.25,0.377,
Rod Higgins,SA,1986,F,11,4.3,2.2,1.1,0.2,0.3,0.45,0.0,0.5,
Rod Higgins,GS,1987,F,73,8.6,3.2,1.3,0.5,0.3,0.519,0.176,0.61,
Rod Higgins,GS,1988,F,68,15.5,4.3,2.8,1.0,0.5,0.526,0.487,0.608,
Rod Higgins,GS,1989,F,81,10.6,4.6,2.0,0.5,0.5,0.476,0.393,0.583,
Rod Higgins,GS,1990,F,82,11.1,5.1,1.6,0.6,0.6,0.481,0.347,0.6,
Rod Higgins,GS,1991,F,82,9.5,4.3,1.4,0.6,0.5,0.463,0.332,0.589,
Rod Higgins,GS,1992,F,25,10.2,3.4,0.9,0.6,0.5,0.412,0.347,0.538,
Rod Higgins,SAC,1993,F,69,8.3,2.8,1.7,0.7,0.4,0.412,0.323,0.52,
Rod Higgins,CLE,1994,F,36,5.4,2.3,1.0,0.7,0.4,0.436,0.44,0.537,
Rod Strickland,NY,1989,G,81,8.9,2.0,3.9,1.2,0.0,0.467,0.322,0.539,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Rod-Strickland.jpg/330px-Rod-Strickland.jpg
Rod Strickland,,1990,G,82,10.6,3.2,5.7,1.5,0.2,0.454,0.267,0.494,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Rod-Strickland.jpg/330px-Rod-Strickland.jpg
Rod Strickland,NY,1990,G,51,8.4,2.5,4.3,1.4,0.2,0.44,0.286,0.484,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Rod-Strickland.jpg/330px-Rod-Strickland.jpg
Rod Strickland,SA,1990,G,31,14.2,4.3,8.0,1.8,0.2,0.468,0.222,0.504,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Rod-Strickland.jpg/330px-Rod-Strickland.jpg
Rod Strickland,SA,1991,G,58,13.8,3.8,8.0,2.0,0.2,0.482,0.333,0.538,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Rod-Strickland.jpg/330px-Rod-Strickland.jpg
Rod Strickland,SA,1992,G,57,13.8,4.6,8.6,2.1,0.3,0.455,0.333,0.507,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Rod-Strickland.jpg/330px-Rod-Strickland.jpg
Rod Strickland,POR,1993,G,78,13.7,4.3,7.2,1.7,0.3,0.485,0.133,0.543,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Rod-Strickland.jpg/330px-Rod-Strickland.jpg
Rod Strickland,POR,1994,G,82,17.2,4.5,9.0,1.8,0.3,0.483,0.2,0.543,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Rod-Strickland.jpg/330px-Rod-Strickland.jpg
Rod Strickland,POR,1995,G,64,18.9,5.0,8.8,1.9,0.1,0.466,0.374,0.544,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Rod-Strickland.jpg/330px-Rod-Strickland.jpg
Rod Strickland,POR,1996,G,67,18.7,4.4,9.6,1.4,0.2,0.46,0.342,0.519,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Rod-Strickland.jpg/330px-Rod-Strickland.jpg
Rod Strickland,WSB,1997,G,82,17.2,4.1,8.9,1.7,0.2,0.466,0.169,0.533,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Rod-Strickland.jpg/330px-Rod-Strickland.jpg
Rod Strickland,WSH,1998,G,76,17.8,5.3,10.5,1.7,0.3,0.434,0.25,0.501,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Rod-Strickland.jpg/330px-Rod-Strickland.jpg
Rod Strickland,WSH,1999,G,44,15.7,4.8,9.9,1.7,0.1,0.416,0.286,0.488,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Rod-Strickland.jpg/330px-Rod-Strickland.jpg
Rod Strickland,WSH,2000,G,69,12.6,3.8,7.5,1.4,0.3,0.429,0.048,0.485,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Rod-Strickland.jpg/330px-Rod-Strickland.jpg
Rod Strickland,,2001,G,54,9.2,2.6,5.6,1.0,0.1,0.424,0.235,0.493,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Rod-Strickland.jpg/330px-Rod-Strickland.jpg
Rod Strickland,WSH,2001,G,33,12.2,3.2,7.0,1.3,0.1,0.426,0.25,0.507,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Rod-Strickland.jpg/330px-Rod-Strickland.jpg
Rod Strickland,POR,2001,G,21,4.6,1.7,3.4,0.5,0.0,0.418,0.0,0.443,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Rod-Strickland.jpg/330px-Rod-Strickland.jpg
Rod Thorn,BAL,1964,G,75,14.4,4.8,3.7,0.0,0.0,0.405,0.0,0.461,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Rod_Thorn.jpg/330px-Rod_Thorn.jpg
Rod Thorn,DET,1965,G,74,11.0,3.6,2.2,0.0,0.0,0.427,0.0,0.476,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Rod_Thorn.jpg/330px-Rod_Thorn.jpg
Rod Thorn,,1966,G,73,10.7,2.9,2.0,0.0,0.0,0.42,0.0,0.469,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Rod_Thorn.jpg/330px-Rod_Thorn.jpg
Rod Thorn,DET,1966,G,27,13.9,3.7,2.4,0.0,0.0,0.417,0.0,0.473,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Rod_Thorn.jpg/330px-Rod_Thorn.jpg
Rod Thorn,STL,1966,G,46,8.8,2.4,1.8,0.0,0.0,0.423,0.0,0.465,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Rod_Thorn.jpg/330px-Rod_Thorn.jpg
Rod Thorn,STL,1967,G,67,8.8,2.4,1.8,0.0,0.0,0.445,0.0,0.493,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Rod_Thorn.jpg/330px-Rod_Thorn.jpg
Rod Thorn,SEA,1968,G,66,15.2,4.0,3.5,0.0,0.0,0.451,0.0,0.51,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Rod_Thorn.jpg/330px-Rod_Thorn.jpg
Rod Thorn,SEA,1969,G,29,11.5,2.9,2.8,0.0,0.0,0.463,0.0,0.511,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Rod_Thorn.jpg/330px-Rod_Thorn.jpg
Rod Thorn,SEA,1970,G,19,2.9,0.8,0.9,0.0,0.0,0.444,0.0,0.495,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Rod_Thorn.jpg/330px-Rod_Thorn.jpg
Rod Thorn,SEA,1971,G,63,5.6,1.6,2.9,0.0,0.0,0.472,0.0,0.51,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Rod_Thorn.jpg/330px-Rod_Thorn.jpg
Rodney Buford,MIA,2000,G,34,4.3,1.4,0.6,0.3,0.2,0.411,0.241,0.457,
Rodney Buford,PHI,2001,F,47,5.3,1.6,0.4,0.4,0.1,0.432,0.421,0.489,
Rodney McCray,HOU,1984,F,79,10.8,5.7,2.2,0.7,0.7,0.499,0.25,0.546,https://upload.wikimedia.org/wikipedia/commons/4/46/Rodney_McCray_88-89.jpg
Rodney McCray,HOU,1985,F,82,14.4,6.6,4.3,1.1,0.9,0.535,0.0,0.576,https://upload.wikimedia.org/wikipedia/commons/4/46/Rodney_McCray_88-89.jpg
Rodney McCray,HOU,1986,F,82,10.3,6.3,3.6,0.6,0.7,0.537,0.0,0.583,https://upload.wikimedia.org/wikipedia/commons/4/46/Rodney_McCray_88-89.jpg
Rodney McCray,HOU,1987,F,81,14.4,7.1,5.4,1.1,0.7,0.552,0.0,0.612,https://upload.wikimedia.org/wikipedia/commons/4/46/Rodney_McCray_88-89.jpg
Rodney McCray,HOU,1988,F,81,12.4,7.8,3.3,0.7,0.6,0.481,0.0,0.554,https://upload.wikimedia.org/wikipedia/commons/4/46/Rodney_McCray_88-89.jpg
Rodney McCray,SAC,1989,F,68,12.6,7.6,4.3,0.8,0.5,0.466,0.227,0.513,https://upload.wikimedia.org/wikipedia/commons/4/46/Rodney_McCray_88-89.jpg
Rodney McCray,SAC,1990,F,82,16.6,8.2,4.6,0.7,0.9,0.515,0.262,0.568,https://upload.wikimedia.org/wikipedia/commons/4/46/Rodney_McCray_88-89.jpg
Rodney McCray,DAL,1991,F,74,11.4,7.6,3.5,0.9,0.7,0.495,0.333,0.551,https://upload.wikimedia.org/wikipedia/commons/4/46/Rodney_McCray_88-89.jpg
Rodney McCray,DAL,1992,F,75,9.0,6.2,2.9,0.6,0.4,0.436,0.294,0.491,https://upload.wikimedia.org/wikipedia/commons/4/46/Rodney_McCray_88-89.jpg
Rodney McCray,CHI,1993,F,64,3.5,2.5,1.3,0.2,0.2,0.451,0.4,0.489,https://upload.wikimedia.org/wikipedia/commons/4/46/Rodney_McCray_88-89.jpg
Rodney Monroe,ATL,1992,G,38,3.4,0.9,0.7,0.3,0.1,0.368,0.222,0.425,
Rodney Rogers,DEN,1994,F,79,8.1,2.9,1.3,0.8,0.6,0.439,0.38,0.509,
Rodney Rogers,DEN,1995,F,80,12.2,4.8,2.0,1.2,0.6,0.488,0.338,0.55,
Rodney Rogers,LAC,1996,F,67,11.6,4.3,2.5,1.1,0.5,0.477,0.32,0.537,
Rodney Rogers,LAC,1997,F,81,13.2,5.1,2.7,1.1,0.8,0.462,0.361,0.53,
Rodney Rogers,LAC,1998,F,76,15.1,5.6,2.7,1.2,0.5,0.456,0.34,0.532,
Rodney Rogers,LAC,1999,F,47,7.4,3.8,1.6,1.0,0.5,0.441,0.286,0.51,
Rodney Rogers,PHX,2000,F,82,13.8,5.5,2.1,1.1,0.6,0.486,0.439,0.57,
Rodney Rogers,PHX,2001,F,82,12.2,4.4,2.2,1.2,0.6,0.43,0.296,0.507,
Rodrick Rhodes,HOU,1998,F,58,5.8,1.2,1.9,1.1,0.2,0.367,0.25,0.439,
Rodrick Rhodes,,1999,G,13,3.3,1.3,0.8,0.4,0.2,0.25,0.143,0.341,
Rodrick Rhodes,VAN,1999,G,10,3.4,1.3,1.0,0.4,0.2,0.25,0.143,0.325,
Roger Brown,DET,1976,C,29,2.5,4.5,0.4,0.2,0.9,0.403,0.0,0.45,
Roger Brown,DET,1977,C,43,1.4,2.1,0.3,0.3,0.4,0.375,0.0,0.445,
Roger Phegley,WSB,1979,G,29,2.8,0.8,0.5,0.2,0.1,0.359,0.0,0.441,
Roger Phegley,,1980,G,78,11.3,2.4,1.3,0.4,0.1,0.477,0.444,0.536,
Roger Phegley,WSB,1980,G,50,11.1,2.3,1.4,0.4,0.1,0.474,0.4,0.527,
Roger Phegley,NJN,1980,G,28,11.7,2.5,1.1,0.5,0.1,0.485,0.5,0.551,
Roger Phegley,CLE,1981,G,82,14.4,3.0,2.2,0.8,0.2,0.491,0.286,0.545,
Roger Phegley,,1982,G,81,6.9,1.9,1.4,0.4,0.1,0.46,0.161,0.501,
Roger Phegley,CLE,1982,G,27,9.2,2.6,2.0,0.6,0.1,0.486,0.308,0.53,
Roger Phegley,SA,1982,G,54,5.7,1.5,1.1,0.4,0.1,0.44,0.056,0.48,
Roger Phegley,SA,1983,G,62,4.6,1.4,1.0,0.5,0.1,0.449,0.214,0.49,
Roger Phegley,,1984,G,13,2.2,0.8,0.8,0.1,0.0,0.314,0.4,0.381,
Roger Phegley,DAL,1984,G,10,2.1,0.9,0.9,0.1,0.0,0.29,0.25,0.329,
Rolando Blackman,DAL,1982,G,82,13.3,3.1,1.3,0.6,0.4,0.513,0.25,0.559,
Rolando Blackman,DAL,1983,G,75,17.7,3.9,2.5,0.5,0.4,0.492,0.2,0.548,
Rolando Blackman,DAL,1984,G,81,22.4,4.6,3.6,0.7,0.5,0.546,0.091,0.596,
Rolando Blackman,DAL,1985,G,81,19.7,3.7,3.6,0.8,0.2,0.508,0.3,0.566,
Rolando Blackman,DAL,1986,G,82,21.5,3.5,3.3,1.0,0.3,0.514,0.138,0.576,
Rolando Blackman,DAL,1987,G,80,20.9,3.5,3.3,0.8,0.3,0.495,0.333,0.569,
Rolando Blackman,DAL,1988,G,71,18.7,3.5,3.7,0.9,0.3,0.473,0.0,0.544,
Rolando Blackman,DAL,1989,G,78,19.7,3.5,3.7,0.8,0.3,0.476,0.353,0.543,
Rolando Blackman,DAL,1990,G,80,19.4,3.5,3.6,1.0,0.3,0.498,0.302,0.552,
Rolando Blackman,DAL,1991,G,80,19.9,3.2,3.8,0.9,0.2,0.482,0.351,0.545,
Rolando Blackman,DAL,1992,G,75,18.3,3.2,2.7,0.7,0.3,0.461,0.385,0.538,
Rolando Blackman,NY,1993,G,60,9.7,1.7,2.6,0.4,0.2,0.443,0.425,0.501,
Rolando Blackman,NY,1994,G,55,7.3,1.7,1.4,0.5,0.1,0.436,0.357,0.51,
Rolando Ferreira,POR,1989,C,12,0.8,1.1,0.1,0.0,0.1,0.056,0.0,0.209,
Rollen Hans,BLB,1954,G,67,7.2,2.4,2.7,0.0,0.0,0.371,0.0,0.406,
Rollen Hans,BLB,1955,G,13,5.6,1.2,2.0,0.0,0.0,0.448,0.0,0.468,
Rollie Seltz,AND,1950,G,34,7.8,0.0,1.9,0.0,0.0,0.301,0.0,0.375,
Ron Anderson,CLE,1985,F,36,5.8,2.4,0.9,0.2,0.2,0.431,0.5,0.484,
Ron Anderson,,1986,F,77,9.2,3.6,1.9,0.7,0.1,0.494,0.222,0.517,
Ron Anderson,CLE,1986,F,17,5.1,1.5,0.5,0.1,0.0,0.5,0.0,0.531,
Ron Anderson,IND,1986,F,60,10.3,4.1,2.3,0.9,0.1,0.493,0.25,0.515,
Ron Anderson,IND,1987,F,63,5.8,2.4,0.9,0.5,0.0,0.473,0.0,0.531,
Ron Anderson,IND,1988,F,74,7.3,2.9,1.1,0.6,0.1,0.498,0.0,0.544,
Ron Anderson,PHI,1989,F,82,16.2,5.0,1.7,0.9,0.3,0.491,0.182,0.531,
Ron Anderson,PHI,1990,F,78,11.9,3.8,1.8,0.9,0.2,0.451,0.143,0.499,
Ron Anderson,PHI,1991,F,82,14.6,4.5,1.4,0.8,0.2,0.485,0.209,0.524,
Ron Anderson,PHI,1992,F,82,13.7,3.4,1.6,1.0,0.1,0.465,0.331,0.52,
Ron Anderson,PHI,1993,F,69,8.1,2.7,1.3,0.4,0.1,0.414,0.325,0.481,
Ron Anderson,,1994,F,21,4.6,2.5,0.8,0.4,0.1,0.407,0.269,0.499,
Ron Anderson,NJN,1994,F,11,4.0,2.4,0.5,0.5,0.2,0.349,0.333,0.456,
Ron Anderson,WSB,1994,F,10,5.2,2.7,1.1,0.3,0.1,0.465,0.214,0.543,
Ron Behagen,KCO,1974,F,80,10.9,7.1,1.7,0.7,0.5,0.432,0.0,0.476,
Ron Behagen,KCO,1975,F,81,10.7,7.3,1.9,0.7,0.5,0.399,0.0,0.455,
Ron Behagen,NOJ,1976,F,66,11.5,8.4,2.1,1.0,0.4,0.446,0.0,0.494,
Ron Behagen,NOJ,1977,F,60,8.6,7.2,1.4,0.7,0.3,0.418,0.0,0.457,
Ron Behagen,,1978,F,80,10.9,6.4,1.3,0.8,0.4,0.43,0.0,0.477,
Ron Behagen,ATL,1978,F,26,11.0,6.7,1.3,1.2,0.5,0.47,0.0,0.509,
Ron Behagen,IND,1978,F,51,11.2,6.5,1.3,0.6,0.4,0.408,0.0,0.46,
Ron Behagen,,1979,F,15,4.4,2.8,0.5,0.3,0.1,0.452,0.0,0.487,
Ron Bonham,BOS,1965,F,37,7.4,2.1,0.5,0.0,0.0,0.414,0.0,0.509,
Ron Bonham,BOS,1966,G,39,5.2,0.9,0.3,0.0,0.0,0.367,0.0,0.436,
Ron Boone,KCK,1977,G,82,22.2,3.9,4.1,1.5,0.2,0.474,0.0,0.521,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Ron_Boone.jpg/330px-Ron_Boone.jpg
Ron Boone,KCK,1978,G,82,17.7,3.3,3.8,1.3,0.1,0.443,0.0,0.504,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Ron_Boone.jpg/330px-Ron_Boone.jpg
Ron Boone,LAL,1979,G,82,7.4,1.8,1.9,0.8,0.1,0.455,0.0,0.495,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Ron_Boone.jpg/330px-Ron_Boone.jpg
Ron Boone,,1980,G,81,12.4,2.8,3.8,1.2,0.0,0.443,0.38,0.501,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Ron_Boone.jpg/330px-Ron_Boone.jpg
Ron Boone,UTAH,1980,G,75,12.9,2.9,4.0,1.2,0.0,0.447,0.38,0.506,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Ron_Boone.jpg/330px-Ron_Boone.jpg
Ron Boone,UTAH,1981,G,52,7.8,1.6,3.1,0.6,0.2,0.431,0.282,0.492,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Ron_Boone.jpg/330px-Ron_Boone.jpg
Ron Brewer,POR,1979,G,81,13.3,2.8,2.0,1.3,1.0,0.494,0.0,0.544,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Ron_Brewer_Arkansas.jpg/330px-Ron_Brewer_Arkansas.jpg
